0.000000000000000000e+00,0.000000000000000000e+00,9.966865181922912598e-02,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,4.997916892170906067e-02,9.954491257667541504e-02
4.975185990333557129e-01,4.975185915827751160e-02,9.966865181922912598e-02,5.003370285034179688e+00,-1.983883827924728394e-01,-1.336182653903961182e-01,1.000000000000000000e+00,9.983342140913009644e-02,9.917399287223815918e-02
9.973466396331787109e-01,7.979687303304672241e-02,8.630682528018951416e-02,5.006688117980957031e+00,3.343022614717483521e-02,1.167664211243391037e-02,1.500000000000000000e+00,1.494381427764892578e-01,9.855675697326660156e-02
1.495863676071166992e+00,1.262849569320678711e-01,8.747448772192001343e-02,5.010111808776855469e+00,5.705497786402702332e-02,3.823278471827507019e-02,2.000000000000000000e+00,1.986693292856216431e-01,9.769465774297714233e-02
1.994460821151733398e+00,1.757384687662124634e-01,9.129776805639266968e-02,5.013544559478759766e+00,3.949399292469024658e-02,2.968689240515232086e-02,2.500000000000000000e+00,2.474039644002914429e-01,9.658974409103393555e-02
2.493367195129394531e+00,2.253804057836532593e-01,9.426645934581756592e-02,5.016958713531494141e+00,2.343985624611377716e-02,1.852869987487792969e-02,3.000000000000000000e+00,2.955202162265777588e-01,9.524460136890411377e-02
2.992614984512329102e+00,2.749370634555816650e-01,9.611932933330535889e-02,5.020352840423583984e+00,6.449243053793907166e-03,6.142627447843551636e-03,3.500000000000000000e+00,3.428978025913238525e-01,9.366241842508316040e-02
3.492270946502685547e+00,3.237600326538085938e-01,9.673359245061874390e-02,5.023725986480712891e+00,-7.540576159954071045e-03,-4.387540277093648911e-03,4.000000000000000000e+00,3.894183635711669922e-01,9.184695035219192505e-02
3.992367744445800781e+00,3.715300559997558594e-01,9.629483520984649658e-02,5.027079582214355469e+00,-1.739065349102020264e-02,-1.199775468558073044e-02,4.500000000000000000e+00,4.349655508995056152e-01,8.980252593755722046e-02
4.492914199829101562e+00,4.181324541568756104e-01,9.509506076574325562e-02,5.030415058135986328e+00,-2.398830279707908630e-02,-1.716683059930801392e-02,5.000000000000000000e+00,4.794255495071411133e-01,8.753400295972824097e-02
4.993910789489746094e+00,4.635091722011566162e-01,9.337837994098663330e-02,5.033733844757080078e+00,-2.844094671308994293e-02,-2.066641487181186676e-02,5.500000000000000000e+00,5.226872563362121582e-01,8.504681289196014404e-02
5.495356559753417969e+00,5.076133608818054199e-01,9.131173789501190186e-02,5.037036418914794922e+00,-3.167643025517463684e-02,-2.318665757775306702e-02,6.000000000000000000e+00,5.646424889564514160e-01,8.234692364931106567e-02
5.997250556945800781e+00,5.503890514373779297e-01,8.899307250976562500e-02,5.040321826934814453e+00,-3.434006124734878540e-02,-2.522518858313560486e-02,6.500000000000000000e+00,6.051864624023437500e-01,7.944083958864212036e-02
6.499593257904052734e+00,5.917648077011108398e-01,8.647055178880691528e-02,5.043589591979980469e+00,-3.679865598678588867e-02,-2.707630209624767303e-02,7.000000000000000000e+00,6.442176699638366699e-01,7.633560895919799805e-02
7.002385616302490234e+00,6.316565275192260742e-01,8.376292139291763306e-02,5.046838760375976562e+00,-3.922088816761970520e-02,-2.888263948261737823e-02,7.500000000000000000e+00,6.816387772560119629e-01,7.303873449563980103e-02
7.505628108978271484e+00,6.699725389480590820e-01,8.087465912103652954e-02,5.050068378448486328e+00,-4.164890944957733154e-02,-3.068734146654605865e-02,8.000000000000000000e+00,7.173560857772827148e-01,6.955827027559280396e-02
8.009321212768554688e+00,7.066190242767333984e-01,7.780592143535614014e-02,5.053277492523193359e+00,-4.407221451401710510e-02,-3.248845040798187256e-02,8.500000000000000000e+00,7.512804269790649414e-01,6.590273231267929077e-02
8.513463020324707031e+00,7.415030002593994141e-01,7.455707341432571411e-02,5.056464672088623047e+00,-4.645393043756484985e-02,-3.426149487495422363e-02,9.000000000000000000e+00,7.833269238471984863e-01,6.208111718297004700e-02
9.018051147460937500e+00,7.745351195335388184e-01,7.113092392683029175e-02,5.059628963470458984e+00,-4.875889047980308533e-02,-3.598080947995185852e-02,9.500000000000000000e+00,8.134154677391052246e-01,5.810283869504928589e-02
9.523080825805664062e+00,8.056308031082153320e-01,6.753284484148025513e-02,5.062769412994384766e+00,-5.095822364091873169e-02,-3.762462735176086426e-02,1.000000000000000000e+01,8.414709568023681641e-01,5.397775024175643921e-02
1.002854728698730469e+01,8.347109556198120117e-01,6.377038359642028809e-02,5.065885066986083984e+00,-5.303086340427398682e-02,-3.917667642235755920e-02,1.050000000000000000e+01,8.674232363700866699e-01,4.971610009670257568e-02
1.053444385528564453e+01,8.617020845413208008e-01,5.985271558165550232e-02,5.068974971771240234e+00,-5.496795475482940674e-02,-4.062942042946815491e-02,1.100000000000000000e+01,8.912073969841003418e-01,4.532854259014129639e-02
1.104076290130615234e+01,8.865362405776977539e-01,5.578977242112159729e-02,5.072038173675537109e+00,-5.676129087805747986e-02,-4.197650030255317688e-02,1.150000000000000000e+01,9.127639532089233398e-01,4.082604870200157166e-02
1.154749393463134766e+01,9.091510772705078125e-01,5.159212276339530945e-02,5.075074195861816406e+00,-5.840639770030975342e-02,-4.321426898241043091e-02,1.200000000000000000e+01,9.320390820503234863e-01,3.621992468833923340e-02
1.205462741851806641e+01,9.294899702072143555e-01,4.727069661021232605e-02,5.078082084655761719e+00,-5.989925563335418701e-02,-4.433961585164070129e-02,1.250000000000000000e+01,9.489846229553222656e-01,3.152179345488548279e-02
1.256215095520019531e+01,9.475022554397583008e-01,4.283673316240310669e-02,5.081060409545898438e+00,-6.123821809887886047e-02,-4.535109177231788635e-02,1.300000000000000000e+01,9.635581970214843750e-01,2.674349956214427948e-02
1.307005310058593750e+01,9.631429910659790039e-01,3.830162435770034790e-02,5.084009170532226562e+00,-6.242213025689125061e-02,-4.624774679541587830e-02,1.350000000000000000e+01,9.757233858108520508e-01,2.189716696739196777e-02
1.357832050323486328e+01,9.763731956481933594e-01,3.367684781551361084e-02,5.086926937103271484e+00,-6.344845890998840332e-02,-4.702773317694664001e-02,1.400000000000000000e+01,9.854497313499450684e-01,1.699507981538772583e-02
1.408693885803222656e+01,9.871598482131958008e-01,2.897407487034797668e-02,5.089813232421875000e+00,-6.431616842746734619e-02,-4.769016429781913757e-02,1.450000000000000000e+01,9.927129745483398438e-01,1.204968988895416260e-02
1.459589290618896484e+01,9.954761266708374023e-01,2.420505881309509277e-02,5.092667579650878906e+00,-6.502205878496170044e-02,-4.823275282979011536e-02,1.500000000000000000e+01,9.974949955940246582e-01,7.073602173477411270e-03
1.510516738891601562e+01,1.001301407814025879e+00,1.938178390264511108e-02,5.095489025115966797e+00,-6.556668132543563843e-02,-4.865564778447151184e-02,1.550000000000000000e+01,9.997837543487548828e-01,2.079472644254565239e-03
1.561474800109863281e+01,1.004621267318725586e+00,1.451621949672698975e-02,5.098277091979980469e+00,-6.594810634851455688e-02,-4.895749688148498535e-02,1.600000000000000000e+01,9.995735883712768555e-01,-2.919946331530809402e-03
1.612461853027343750e+01,1.005427718162536621e+00,9.620469063520431519e-03,5.101030826568603516e+00,-6.616649031639099121e-02,-4.913825541734695435e-02,1.650000000000000000e+01,9.968650341033935547e-01,-7.911922410130500793e-03
1.663476181030273438e+01,1.003718733787536621e+00,4.706643521785736084e-03,5.103749752044677734e+00,-6.622151285409927368e-02,-4.919766262173652649e-02,1.700000000000000000e+01,9.916648268699645996e-01,-1.288374233990907669e-02
1.714516258239746094e+01,9.994987845420837402e-01,-2.131229266524314880e-04,5.106433391571044922e+00,-6.611265987157821655e-02,-4.913532361388206482e-02,1.750000000000000000e+01,9.839859604835510254e-01,-1.782271824777126312e-02
1.765580368041992188e+01,9.927786588668823242e-01,-5.126655567437410355e-03,5.109081268310546875e+00,-6.584105640649795532e-02,-4.895192384719848633e-02,1.800000000000000000e+01,9.738476276397705078e-01,-2.271630801260471344e-02
1.816667175292968750e+01,9.835754036903381348e-01,-1.002184860408306122e-02,5.111692905426025391e+00,-6.540823727846145630e-02,-4.864852130413055420e-02,1.850000000000000000e+01,9.612752199172973633e-01,-2.755205333232879639e-02
1.867774963378906250e+01,9.719121456146240234e-01,-1.488670147955417633e-02,5.114267826080322266e+00,-6.481453776359558105e-02,-4.822540655732154846e-02,1.900000000000000000e+01,9.463000893592834473e-01,-3.231770172715187073e-02
1.918902397155761719e+01,9.578182101249694824e-01,-1.970924250781536102e-02,5.116805553436279297e+00,-6.406217813491821289e-02,-4.768408462405204773e-02,1.950000000000000000e+01,9.289597272872924805e-01,-3.700119256973266602e-02
1.970047950744628906e+01,9.413290619850158691e-01,-2.447765134274959564e-02,5.119305610656738281e+00,-6.315242499113082886e-02,-4.702550172805786133e-02,2.000000000000000000e+01,9.092974066734313965e-01,-4.159068688750267029e-02
2.021210289001464844e+01,9.224861264228820801e-01,-2.918020263314247131e-02,5.121767997741699219e+00,-6.208949908614158630e-02,-4.625257104635238647e-02,2.050000000000000000e+01,8.873623609542846680e-01,-4.607463628053665161e-02
2.072388076782226562e+01,9.013364911079406738e-01,-3.380545973777770996e-02,5.124192237854003906e+00,-6.087350100278854370e-02,-4.536559805274009705e-02,2.100000000000000000e+01,8.632093071937561035e-01,-5.044179782271385193e-02
2.123580169677734375e+01,8.779333233833312988e-01,-3.834202140569686890e-02,5.126577854156494141e+00,-5.950897559523582458e-02,-4.436767101287841797e-02,2.150000000000000000e+01,8.368987441062927246e-01,-5.468121170997619629e-02
2.174785423278808594e+01,8.523352742195129395e-01,-4.277878999710083008e-02,5.128924846649169922e+00,-5.799847096204757690e-02,-4.326073452830314636e-02,2.200000000000000000e+01,8.084963560104370117e-01,-5.878232046961784363e-02
2.226002883911132812e+01,8.246064782142639160e-01,-4.710486531257629395e-02,5.131232738494873047e+00,-5.634752288460731506e-02,-4.204870387911796570e-02,2.250000000000000000e+01,7.780731916427612305e-01,-6.273493170738220215e-02
2.277231788635253906e+01,7.948163151741027832e-01,-5.130973458290100098e-02,5.133501529693603516e+00,-5.455766618251800537e-02,-4.073293879628181458e-02,2.300000000000000000e+01,7.457052469253540039e-01,-6.652926653623580933e-02
2.328471183776855469e+01,7.630394101142883301e-01,-5.538302659988403320e-02,5.135730743408203125e+00,-5.263578519225120544e-02,-3.931821137666702271e-02,2.350000000000000000e+01,7.114732265472412109e-01,-7.015599310398101807e-02
