0.000000000000000000e+00,0.000000000000000000e+00,9.966865181922912598e-02,5.555555343627929688e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555555820465087891e-01,5.552698671817779541e-02,9.951590001583099365e-02
5.527984499931335449e-01,5.527983978390693665e-02,9.966865181922912598e-02,5.695537567138671875e+00,-2.190425544977188110e-01,-1.475803852081298828e-01,1.111111164093017578e+00,1.108826398849487305e-01,9.905806928873062134e-02
1.121705174446105957e+00,9.015700966119766235e-02,8.491061627864837646e-02,5.835796356201171875e+00,-2.766893506050109863e-01,-2.008546888828277588e-01,1.666666746139526367e+00,1.658961325883865356e-01,9.829651564359664917e-02
1.705528974533081055e+00,1.120803430676460266e-01,6.482514739036560059e-02,5.977580547332763672e+00,-2.999472916126251221e-01,-2.243902236223220825e-01,2.222222328186035156e+00,2.203977555036544800e-01,9.723342210054397583e-02
2.303974628448486328e+00,1.208712384104728699e-01,4.238612204790115356e-02,6.120781421661376953e+00,-3.144841790199279785e-01,-2.385613471269607544e-01,2.777777910232543945e+00,2.742193043231964111e-01,9.587190300226211548e-02
2.916835546493530273e+00,1.153869181871414185e-01,1.852998696267604828e-02,6.265178680419921875e+00,-3.258377313613891602e-01,-2.493422627449035645e-01,3.333333492279052734e+00,3.271947205066680908e-01,9.421592950820922852e-02
3.543849706649780273e+00,9.441744536161422729e-02,-6.404239684343338013e-03,6.410540580749511719e+00,-3.351766169071197510e-01,-2.583723664283752441e-01,3.888889074325561523e+00,3.791605532169342041e-01,9.227034449577331543e-02
4.184676170349121094e+00,5.679503455758094788e-02,-3.224147856235504150e-02,6.556624412536621094e+00,-3.426511883735656738e-01,-2.660176753997802734e-01,4.444444656372070312e+00,4.299564063549041748e-01,9.004084765911102295e-02
4.838893413543701172e+00,1.411858946084976196e-03,-5.884324759244918823e-02,6.703160285949707031e+00,-3.481574356555938721e-01,-2.722678184509277344e-01,5.000000000000000000e+00,4.794255495071411133e-01,8.753400295972824097e-02
5.506001949310302734e+00,-7.276444137096405029e-02,-8.607003092765808105e-02,6.849841594696044922e+00,-3.515304327011108398e-01,-2.770001888275146484e-01,5.555555820465087891e+00,5.274153947830200195e-01,8.475720882415771484e-02
6.185428619384765625e+00,-1.666711866855621338e-01,-1.137700527906417847e-01,6.996324539184570312e+00,-3.525505661964416504e-01,-2.800289094448089600e-01,6.111111640930175781e+00,5.737778544425964355e-01,8.171870559453964233e-02
6.876535892486572266e+00,-2.811239361763000488e-01,-1.417729407548904419e-01,7.142223358154296875e+00,-3.510206341743469238e-01,-2.811664342880249023e-01,6.666666984558105469e+00,6.183698177337646484e-01,7.842753082513809204e-02
7.578632354736328125e+00,-4.167923629283905029e-01,-1.698895841836929321e-01,7.287112712860107422e+00,-3.467894196510314941e-01,-2.802481353282928467e-01,7.222222328186035156e+00,6.610537767410278320e-01,7.489351928234100342e-02
8.290988922119140625e+00,-5.741778612136840820e-01,-1.979143917560577393e-01,7.430513858795166016e+00,-3.396932780742645264e-01,-2.770972251892089844e-01,7.777778148651123047e+00,7.016979455947875977e-01,7.112726569175720215e-02
9.012855529785156250e+00,-7.535864710807800293e-01,-2.256241142749786377e-01,7.571849822998046875e+00,-3.294872343540191650e-01,-2.714747786521911621e-01,8.333333969116210938e+00,7.401769161224365234e-01,6.714014708995819092e-02
9.743478775024414062e+00,-9.550935029983520508e-01,-2.527715861797332764e-01,7.710476398468017578e+00,-3.159378468990325928e-01,-2.631336748600006104e-01,8.888889312744140625e+00,7.763719558715820312e-01,6.294424086809158325e-02
1.048212337493896484e+01,-1.178513407707214355e+00,-2.790849506855010986e-01,7.845664501190185547e+00,-2.987936139106750488e-01,-2.518046796321868896e-01,9.444444656372070312e+00,8.101714253425598145e-01,5.855229869484901428e-02
1.122810268402099609e+01,-1.423365950584411621e+00,-3.042654097080230713e-01,7.976629734039306641e+00,-2.777603268623352051e-01,-2.371791005134582520e-01,1.000000000000000000e+01,8.414709568023681641e-01,5.397775024175643921e-02
1.198080539703369141e+01,-1.688839912414550781e+00,-3.279833197593688965e-01,8.102536201477050781e+00,-2.525520622730255127e-01,-2.189409434795379639e-01,1.055555629730224609e+01,8.701741695404052734e-01,4.923460632562637329e-02
