0.000000000000000000e+00,0.000000000000000000e+00
9.966865181922912598e-02,5.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.997916892170906067e-02
9.954491257667541504e-02,4.975185990333557129e-01
4.975185915827751160e-02,9.966865181922912598e-02
5.003855705261230469e+00,-4.671716690063476562e-01
-3.146488070487976074e-01,1.000000000000000000e+00
9.983342140913009644e-02,9.917399287223815918e-02
1.000069379806518555e+00,5.305676534771919250e-02
6.820376962423324585e-02,5.009178161621093750e+00
4.109815061092376709e-01,2.512762248516082764e-01
1.500000000000000000e+00,1.494381427764892578e-01
9.855675697326660156e-02,1.497021675109863281e+00
1.281973719596862793e-01,9.333139657974243164e-02
5.012136459350585938e+00,-2.618664503097534180e-01
-1.586502343416213989e-01,2.000000000000000000e+00
1.986693292856216431e-01,9.769465774297714233e-02
1.998494386672973633e+00,1.488357782363891602e-01
7.746636867523193359e-02,5.017014026641845703e+00
3.773760497570037842e-01,2.431425154209136963e-01
2.500000000000000000e+00,2.474039644002914429e-01
9.658974409103393555e-02,2.495770692825317383e+00
2.252863347530364990e-01,1.017806231975555420e-01
5.019856929779052734e+00,-2.940627038478851318e-01
-1.794263422489166260e-01,3.000000000000000000e+00
2.955202162265777588e-01,9.524460136890411377e-02
2.998146295547485352e+00,2.470365017652511597e-01
8.383798599243164062e-02,5.024717807769775391e+00
3.438840806484222412e-01,2.189660072326660156e-01
3.500000000000000000e+00,3.428978025913238525e-01
9.366241842508316040e-02,3.495973587036132812e+00
3.233810067176818848e-01,1.057345867156982422e-01
5.027474880218505859e+00,-3.323694765567779541e-01
-2.073331177234649658e-01,4.000000000000000000e+00
3.894183635711669922e-01,9.184695035219192505e-02
3.999421119689941406e+00,3.433884680271148682e-01
8.500127494335174561e-02,5.032289981842041016e+00
3.213636875152587891e-01,2.012700289487838745e-01
4.500000000000000000e+00,4.349655508995056152e-01
8.980252593755722046e-02,4.498105049133300781e+00
4.181324243545532227e-01,1.051282808184623718e-01
5.034984588623046875e+00,-3.528605401515960693e-01
-2.228172123432159424e-01,5.000000000000000000e+00
4.794255495071411133e-01,8.753400295972824097e-02
5.002526283264160156e+00,4.358756542205810547e-01
8.284655958414077759e-02,5.039701938629150391e+00
3.083698749542236328e-01,1.910417973995208740e-01
5.500000000000000000e+00,5.226872563362121582e-01
8.504681289196014404e-02,5.502216339111328125e+00
5.083113312721252441e-01,1.019507423043251038e-01
5.042346477508544922e+00,-3.628359138965606689e-01
-2.305026650428771973e-01,6.000000000000000000e+00
5.646424889564514160e-01,8.234692364931106567e-02
6.007525444030761719e+00,5.235342383384704590e-01
7.890047132968902588e-02,5.046945095062255859e+00
3.006106615066528320e-01,1.850496381521224976e-01
6.500000000000000000e+00,6.051864624023437500e-01
7.944083958864212036e-02,6.508280277252197266e+00
5.932810902595520020e-01,9.740543365478515625e-02
5.049551963806152344e+00,-3.689375519752502441e-01
-2.351600229740142822e-01,7.000000000000000000e+00
6.442176699638366699e-01,7.633560895919799805e-02
7.014430046081542969e+00,6.056698560714721680e-01
7.388943433761596680e-02,5.054030418395996094e+00
2.947522103786468506e-01,1.806288957595825195e-01
7.500000000000000000e+00,6.816387772560119629e-01
7.303873449563980103e-02,7.516278266906738281e+00
6.723746061325073242e-01,9.195232391357421875e-02
5.056616783142089844e+00,-3.738262355327606201e-01
-2.388427555561065674e-01,8.000000000000000000e+00
